,feeling,news,news_tokens,news_tokens_tagged
3463,neutral,YIT Kausta will build commercial and residential highrises in Virsuliskes area .,"['yit', 'kausta', 'build', 'commercial', 'residential', 'highrises', 'virsuliskes', 'area']","[('yit', 'NN'), ('kausta', 'NN'), ('build', 'VBP'), ('commercial', 'JJ'), ('residential', 'JJ'), ('highrises', 'NNS'), ('virsuliskes', 'NNS'), ('area', 'NN')]"
3464,neutral,You 're not alone .,['alone'],"[('alone', 'RB')]"
3465,neutral,"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the","['munich', 'january', 'bavaria', 'industriekapital', 'ag', 'close', 'acquisition', 'elcoteq', 'communication', 'technology', 'gmbh', 'offenburg', 'germany', 'approval']","[('munich', 'JJ'), ('january', 'JJ'), ('bavaria', 'NN'), ('industriekapital', 'JJ'), ('ag', 'RB'), ('close', 'JJ'), ('acquisition', 'NN'), ('elcoteq', 'NN'), ('communication', 'NN'), ('technology', 'NN'), ('gmbh', 'NN'), ('offenburg', 'IN'), ('germany', 'NN'), ('approval', 'NN')]"
3466,neutral,- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,"['cash', 'flow', 'operate', 'activity', 'investment', 'eur', 'million']","[('cash', 'NN'), ('flow', 'NN'), ('operate', 'NN'), ('activity', 'NN'), ('investment', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3467,neutral,- Cash flow from operating activities before investments was EUR 7.6 million EUR 2.5 million .,"['cash', 'flow', 'operate', 'activity', 'investment', 'eur', 'million', 'eur', 'million']","[('cash', 'NN'), ('flow', 'NN'), ('operate', 'NN'), ('activity', 'NN'), ('investment', 'NN'), ('eur', 'NN'), ('million', 'CD'), ('eur', 'NN'), ('million', 'CD')]"
3468,neutral,-- Christine Idzelis EQT Partners sheds Salcomp Swedish financial investor EQT Partners is selling a majority of its stake in mobile phone charger manufacturer Salcomp Oyj to Nordic investment company Nordstjernan AB .,"['christine', 'idzelis', 'eqt', 'partner', 'shed', 'salcomp', 'swedish', 'financial', 'investor', 'eqt', 'partner', 'sell', 'majority', 'stake', 'mobile', 'phone', 'charger', 'manufacturer', 'salcomp', 'oyj', 'nordic', 'investment', 'company', 'nordstjernan', 'ab']","[('christine', 'NN'), ('idzelis', 'NN'), ('eqt', 'NN'), ('partner', 'NN'), ('shed', 'VBD'), ('salcomp', 'JJ'), ('swedish', 'JJ'), ('financial', 'JJ'), ('investor', 'NN'), ('eqt', 'NN'), ('partner', 'NN'), ('sell', 'VBP'), ('majority', 'NN'), ('stake', 'NN'), ('mobile', 'JJ'), ('phone', 'NN'), ('charger', 'NN'), ('manufacturer', 'NN'), ('salcomp', 'NN'), ('oyj', 'NN'), ('nordic', 'JJ'), ('investment', 'NN'), ('company', 'NN'), ('nordstjernan', 'VBZ'), ('ab', 'NN')]"
3469,neutral,- Profit before taxes was EUR 105.9 82.7 million .,"['profit', 'tax', 'eur', 'million']","[('profit', 'NN'), ('tax', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3470,neutral,"- The Group -� s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .","['group', 'cumulative', 'sale', 'review', 'period', 'eur', 'million', 'eur', 'million', 'profit', 'tax', 'eur', 'million']","[('group', 'NN'), ('cumulative', 'JJ'), ('sale', 'NN'), ('review', 'NN'), ('period', 'NN'), ('eur', 'IN'), ('million', 'CD'), ('eur', 'JJ'), ('million', 'CD'), ('profit', 'NN'), ('tax', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3471,neutral,"- The Group -� s profit before taxes was EUR 0,2 7,8 million .","['group', 'profit', 'tax', 'eur', 'million']","[('group', 'NN'), ('profit', 'NN'), ('tax', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3472,neutral,"- The Group -� s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .","['group', 'sale', 'period', 'eur', 'million', 'eur', 'million', 'profit', 'tax', 'eur', 'million']","[('group', 'NN'), ('sale', 'NN'), ('period', 'NN'), ('eur', 'IN'), ('million', 'CD'), ('eur', 'JJ'), ('million', 'CD'), ('profit', 'NN'), ('tax', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3473,neutral,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .","['compagnie', 'de', 'financement', 'foncier', 'issue', 'benchmark', 'year', 'cover', 'deal', 'euro']","[('compagnie', 'NN'), ('de', 'FW'), ('financement', 'NN'), ('foncier', 'JJR'), ('issue', 'NN'), ('benchmark', 'NN'), ('year', 'NN'), ('cover', 'RB'), ('deal', 'NN'), ('euro', 'NN')]"
3474,neutral,The company continued the development of a fully human antibody in its VAP-1 antibody program .,"['company', 'continue', 'development', 'fully', 'human', 'antibody', 'vap', 'antibody', 'program']","[('company', 'NN'), ('continue', 'VB'), ('development', 'NN'), ('fully', 'RB'), ('human', 'JJ'), ('antibody', 'NN'), ('vap', 'NN'), ('antibody', 'NN'), ('program', 'NN')]"
3475,neutral,The profit after taxes was EUR 57.7 11.1 million .,"['profit', 'tax', 'eur', 'million']","[('profit', 'NN'), ('tax', 'NN'), ('eur', 'NN'), ('million', 'CD')]"
3476,neutral,"Westpac Banking Corp - Is to issue a benchmark , 3 year FRN deal in Euros .","['westpac', 'bank', 'corp', 'issue', 'benchmark', 'year', 'frn', 'deal', 'euro']","[('westpac', 'JJ'), ('bank', 'NN'), ('corp', 'JJ'), ('issue', 'NN'), ('benchmark', 'NN'), ('year', 'NN'), ('frn', 'NN'), ('deal', 'NN'), ('euro', 'NN')]"
3477,neutral,"`` Because we 're a pension insurance company , we 're required to diversify and not put too much in one asset class .","['pension', 'insurance', 'company', 'require', 'diversify', 'put', 'much', 'one', 'asset', 'class']","[('pension', 'NN'), ('insurance', 'NN'), ('company', 'NN'), ('require', 'VBP'), ('diversify', 'NN'), ('put', 'VBD'), ('much', 'RB'), ('one', 'CD'), ('asset', 'NN'), ('class', 'NN')]"
3478,neutral,`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,"['lemminkainen', 'talo', 'oy', 'lahti', 'office', 'significant', 'logistics', 'business', 'premise', 'constructor']","[('lemminkainen', 'NN'), ('talo', 'NN'), ('oy', 'IN'), ('lahti', 'JJ'), ('office', 'NN'), ('significant', 'JJ'), ('logistics', 'NNS'), ('business', 'NN'), ('premise', 'NN'), ('constructor', 'NN')]"
3479,neutral,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,"['marimekko', 'aim', 'expand', 'distribution', 'network', 'primarily', 'increase', 'number', 'concept', 'store', 'shopinshops']","[('marimekko', 'NN'), ('aim', 'NN'), ('expand', 'NN'), ('distribution', 'NN'), ('network', 'NN'), ('primarily', 'RB'), ('increase', 'VB'), ('number', 'NN'), ('concept', 'JJ'), ('store', 'NN'), ('shopinshops', 'NNS')]"
3480,neutral,`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,"['marimekko', 'operate', 'industry', 'change', 'business', 'climate', 'reflect', 'consumer', 'demand']","[('marimekko', 'JJ'), ('operate', 'NN'), ('industry', 'NN'), ('change', 'NN'), ('business', 'NN'), ('climate', 'NN'), ('reflect', 'JJ'), ('consumer', 'NN'), ('demand', 'NN')]"
3481,neutral,"`` Over the years , the color orange has become synonymous with quality .","['year', 'color', 'orange', 'become', 'synonymous', 'quality']","[('year', 'NN'), ('color', 'NN'), ('orange', 'NN'), ('become', 'VBP'), ('synonymous', 'JJ'), ('quality', 'NN')]"
3482,neutral,"`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said .","['enterprise', 'value', 'fray', 'bentos', 'pulp', 'mill', 'forestal', 'oriental', 'total', 'approximately', 'euro', 'billion', 'upm', 'say']","[('enterprise', 'NN'), ('value', 'NN'), ('fray', 'NN'), ('bentos', 'NN'), ('pulp', 'NN'), ('mill', 'NN'), ('forestal', 'JJ'), ('oriental', 'JJ'), ('total', 'NN'), ('approximately', 'RB'), ('euro', 'JJ'), ('billion', 'CD'), ('upm', 'NNS'), ('say', 'VBP')]"
3483,neutral,`` The new unit is a major investment in the Finnish media scene .,"['new', 'unit', 'major', 'investment', 'finnish', 'medium', 'scene']","[('new', 'JJ'), ('unit', 'NN'), ('major', 'JJ'), ('investment', 'NN'), ('finnish', 'JJ'), ('medium', 'NN'), ('scene', 'NN')]"
3484,neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',"['development', 'partly', 'reflect', 'government', 'high', 'activity', 'field', 'dividend', 'policy']","[('development', 'NN'), ('partly', 'RB'), ('reflect', 'JJ'), ('government', 'NN'), ('high', 'JJ'), ('activity', 'NN'), ('field', 'NN'), ('dividend', 'NN'), ('policy', 'NN')]"
3485,neutral,"`` This agreement is a direct result of LCC 's strategy and plan that was announced earlier this year , '' said Dean Douglas , LCC 's chief executive officer .","['agreement', 'direct', 'result', 'lcc', 'strategy', 'plan', 'announce', 'early', 'year', 'say', 'dean', 'douglas', 'lcc', 'chief', 'executive', 'officer']","[('agreement', 'NN'), ('direct', 'JJ'), ('result', 'NN'), ('lcc', 'NN'), ('strategy', 'NN'), ('plan', 'NN'), ('announce', 'RB'), ('early', 'JJ'), ('year', 'NN'), ('say', 'VBP'), ('dean', 'JJ'), ('douglas', 'NNS'), ('lcc', 'VBP'), ('chief', 'JJ'), ('executive', 'NN'), ('officer', 'NN')]"
3486,neutral,`` This could be us .,"['could', 'u']","[('could', 'MD'), ('u', 'VB')]"
3487,neutral,`` We are selling an information systems development business to the Finns .,"['sell', 'information', 'system', 'development', 'business', 'finn']","[('sell', 'VB'), ('information', 'NN'), ('system', 'NN'), ('development', 'NN'), ('business', 'NN'), ('finn', 'NN')]"
3488,neutral,"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .","['group', 'volunteer', 'make', 'digicel', 'employee', 'manage', 'distribution', 'next', 'week', 'distribute', 'tent', 'organization', 'digicel', 'haiti', 'ceo', 'maarten', 'boute', 'say']","[('group', 'NN'), ('volunteer', 'NNS'), ('make', 'VBP'), ('digicel', 'JJ'), ('employee', 'NN'), ('manage', 'NN'), ('distribution', 'NN'), ('next', 'IN'), ('week', 'NN'), ('distribute', 'JJ'), ('tent', 'JJ'), ('organization', 'NN'), ('digicel', 'NN'), ('haiti', 'NN'), ('ceo', 'NN'), ('maarten', 'JJ'), ('boute', 'NNS'), ('say', 'VBP')]"
3489,neutral,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .","['come', 'decision', 'base', 'preliminary', 'economic', 'operational', 'environmental', 'find', 'karvinen', 'say']","[('come', 'VBN'), ('decision', 'NN'), ('base', 'NN'), ('preliminary', 'JJ'), ('economic', 'JJ'), ('operational', 'JJ'), ('environmental', 'JJ'), ('find', 'NN'), ('karvinen', 'NNS'), ('say', 'VBP')]"
3490,neutral,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .,"['april', 'finnish', 'machinery', 'rental', 'company', 'ramirent', 'oyj', 'hel', 'rmrv', 'say', 'today', 'acquire', 'asset', 'sector', 'player', 'stavebni', 'doprava', 'mechanizace', 'sdm', 'czech', 'republic', 'undisclosed', 'sum']","[('april', 'JJ'), ('finnish', 'JJ'), ('machinery', 'NN'), ('rental', 'JJ'), ('company', 'NN'), ('ramirent', 'NN'), ('oyj', 'NN'), ('hel', 'NN'), ('rmrv', 'NNS'), ('say', 'VBP'), ('today', 'NN'), ('acquire', 'VB'), ('asset', 'NN'), ('sector', 'NN'), ('player', 'NN'), ('stavebni', 'JJ'), ('doprava', 'NN'), ('mechanizace', 'NN'), ('sdm', 'NN'), ('czech', 'NN'), ('republic', 'NN'), ('undisclosed', 'VBD'), ('sum', 'NN')]"
3491,negative,18 March 2010 A leakage in the gypsum pond was detected today at the Talvivaara mine .,"['march', 'leakage', 'gypsum', 'pond', 'detect', 'today', 'talvivaara', 'mine']","[('march', 'NN'), ('leakage', 'NN'), ('gypsum', 'JJ'), ('pond', 'NN'), ('detect', 'NN'), ('today', 'NN'), ('talvivaara', 'VBP'), ('mine', 'NN')]"
3492,positive,7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,"['march', 'finnish', 'company', 'digia', 'oyj', 'hel', 'digv', 'announce', 'today', 'agreement', 'mobilephone', 'major', 'nokia', 'oyj', 'hel', 'nokv', 'acquire', 'commercial', 'license', 'service', 'business', 'relate', 'nokia', 'qt', 'technology']","[('march', 'NN'), ('finnish', 'JJ'), ('company', 'NN'), ('digia', 'NN'), ('oyj', 'NN'), ('hel', 'NN'), ('digv', 'NN'), ('announce', 'NN'), ('today', 'NN'), ('agreement', 'NN'), ('mobilephone', 'NN'), ('major', 'JJ'), ('nokia', 'JJ'), ('oyj', 'NN'), ('hel', 'NN'), ('nokv', 'JJ'), ('acquire', 'VB'), ('commercial', 'JJ'), ('license', 'NN'), ('service', 'NN'), ('business', 'NN'), ('relate', 'NN'), ('nokia', 'NNS'), ('qt', 'VBP'), ('technology', 'NN')]"
3493,neutral,"8,600 m , and at the time of investment it is fully leased to several tenants .","['time', 'investment', 'fully', 'lease', 'several', 'tenant']","[('time', 'NN'), ('investment', 'NN'), ('fully', 'RB'), ('lease', 'JJ'), ('several', 'JJ'), ('tenant', 'NN')]"
3494,neutral,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,"['filter', 'use', 'preprocess', 'packet', 'determine', 'need', 'process', 'processor', 'network', 'device']","[('filter', 'NN'), ('use', 'NN'), ('preprocess', 'NN'), ('packet', 'NN'), ('determine', 'VBP'), ('need', 'NN'), ('process', 'NN'), ('processor', 'NN'), ('network', 'NN'), ('device', 'NN')]"
3495,positive,A profit is still on target .,"['profit', 'still', 'target']","[('profit', 'NN'), ('still', 'RB'), ('target', 'VB')]"
3496,neutral,A spokeswoman for the Italian fashion house declined comment on the settlement .,"['spokeswoman', 'italian', 'fashion', 'house', 'decline', 'comment', 'settlement']","[('spokeswoman', 'NN'), ('italian', 'JJ'), ('fashion', 'NN'), ('house', 'NN'), ('decline', 'JJ'), ('comment', 'NN'), ('settlement', 'NN')]"
3497,neutral,"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .","['total', 'eur', 'provide', 'secure', 'senior', 'threeyear', 'debt', 'syndicate', 'involve', 'pohjola', 'bank', 'hel', 'pohs', 'finnish', 'arm', 'nordea', 'bank', 'ab', 'sto', 'nda', 'sampo', 'bank', 'hel', 'samas']","[('total', 'JJ'), ('eur', 'NN'), ('provide', 'VBP'), ('secure', 'NN'), ('senior', 'JJ'), ('threeyear', 'JJ'), ('debt', 'NN'), ('syndicate', 'NN'), ('involve', 'VB'), ('pohjola', 'NN'), ('bank', 'NN'), ('hel', 'NN'), ('pohs', 'JJ'), ('finnish', 'JJ'), ('arm', 'NN'), ('nordea', 'NN'), ('bank', 'NN'), ('ab', 'IN'), ('sto', 'JJ'), ('nda', 'NNS'), ('sampo', 'VBD'), ('bank', 'NN'), ('hel', 'NN'), ('samas', 'NN')]"
3498,negative,A total of 140 jobs will be reduced at the Raahe Steel Works .,"['total', 'job', 'reduce', 'raahe', 'steel', 'work']","[('total', 'JJ'), ('job', 'NN'), ('reduce', 'VB'), ('raahe', 'NN'), ('steel', 'NN'), ('work', 'NN')]"
3499,neutral,"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .","['total', 'new', 'citycon', 'share', 'nominal', 'value', 'eur', 'per', 'share', 'subscribe', 'march', 'exercise', 'abc', 'option', 'base', 'company', 'stock', 'option', 'plan']","[('total', 'JJ'), ('new', 'JJ'), ('citycon', 'NN'), ('share', 'NN'), ('nominal', 'JJ'), ('value', 'NN'), ('eur', 'NN'), ('per', 'IN'), ('share', 'NN'), ('subscribe', 'VBN'), ('march', 'NN'), ('exercise', 'NN'), ('abc', 'NN'), ('option', 'NN'), ('base', 'NN'), ('company', 'NN'), ('stock', 'NN'), ('option', 'NN'), ('plan', 'NN')]"
3500,neutral,"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .","['total', 'six', 'poll', 'analyst', 'rat', 'mreal', 'two', 'give', 'buy', 'accumulate', 'three', 'give', 'hold', 'one', 'give', 'sell']","[('total', 'JJ'), ('six', 'CD'), ('poll', 'NN'), ('analyst', 'NN'), ('rat', 'VBP'), ('mreal', 'JJ'), ('two', 'CD'), ('give', 'VBP'), ('buy', 'NN'), ('accumulate', 'VBP'), ('three', 'CD'), ('give', 'VBP'), ('hold', 'VB'), ('one', 'CD'), ('give', 'NN'), ('sell', 'NN')]"
3501,neutral,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,"['abn', 'represent', 'vote', 'right', 'share', 'capital', 'citycon', 'oyj']","[('abn', 'JJ'), ('represent', 'NN'), ('vote', 'NN'), ('right', 'JJ'), ('share', 'NN'), ('capital', 'NN'), ('citycon', 'NN'), ('oyj', 'NN')]"
3502,positive,"According to Finnish Aktia Bank 's Managing Director Jussi Laitinen , the bank 's aim is to triple the number of its customers in Finland in the next five years .","['accord', 'finnish', 'aktia', 'bank', 'manage', 'director', 'jussi', 'laitinen', 'bank', 'aim', 'triple', 'number', 'customer', 'finland', 'next', 'five', 'year']","[('accord', 'NN'), ('finnish', 'JJ'), ('aktia', 'NN'), ('bank', 'NN'), ('manage', 'NN'), ('director', 'NN'), ('jussi', 'NN'), ('laitinen', 'VBD'), ('bank', 'NN'), ('aim', 'NN'), ('triple', 'JJ'), ('number', 'NN'), ('customer', 'NN'), ('finland', 'NN'), ('next', 'IN'), ('five', 'CD'), ('year', 'NN')]"
3503,neutral,"According to Finnish financial services group Sampo 's CEO , Bj+�rn Wahlroos , Danish Danske Bank 's acquisition of Sampo Bank for EUR 4bn was the largest cash deal in Finland 's economic history .","['accord', 'finnish', 'financial', 'service', 'group', 'sampo', 'ceo', 'bjrn', 'wahlroos', 'danish', 'danske', 'bank', 'acquisition', 'sampo', 'bank', 'eur', 'bn', 'large', 'cash', 'deal', 'finland', 'economic', 'history']","[('accord', 'NN'), ('finnish', 'JJ'), ('financial', 'JJ'), ('service', 'NN'), ('group', 'NN'), ('sampo', 'VBD'), ('ceo', 'JJ'), ('bjrn', 'NN'), ('wahlroos', 'WP'), ('danish', 'JJ'), ('danske', 'NN'), ('bank', 'NN'), ('acquisition', 'NN'), ('sampo', 'VBD'), ('bank', 'NN'), ('eur', 'NN'), ('bn', 'FW'), ('large', 'JJ'), ('cash', 'NN'), ('deal', 'NN'), ('finland', 'VBP'), ('economic', 'JJ'), ('history', 'NN')]"
3504,neutral,"According to Finnish L+�nnen Tehtaat 's CEO Matti Karppinen , now that L+�nnen Tehtaat has sold the majority of its feed and grain business , it will quickly start to look for acquisitions .","['accord', 'finnish', 'lnnen', 'tehtaat', 'ceo', 'matti', 'karppinen', 'lnnen', 'tehtaat', 'sell', 'majority', 'fee', 'grain', 'business', 'quickly', 'start', 'look', 'acquisition']","[('accord', 'NN'), ('finnish', 'JJ'), ('lnnen', 'NN'), ('tehtaat', 'NN'), ('ceo', 'NN'), ('matti', 'VBZ'), ('karppinen', 'JJ'), ('lnnen', 'NN'), ('tehtaat', 'NN'), ('sell', 'VBP'), ('majority', 'NN'), ('fee', 'NN'), ('grain', 'NN'), ('business', 'NN'), ('quickly', 'RB'), ('start', 'VB'), ('look', 'NN'), ('acquisition', 'NN')]"
3505,neutral,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad .","['accord', 'finnish', 'scanfil', 'founder', 'chairman', 'board', 'jorma', 'j', 'takanen', 'company', 'look', 'growth', 'abroad']","[('accord', 'NN'), ('finnish', 'JJ'), ('scanfil', 'NN'), ('founder', 'NN'), ('chairman', 'NN'), ('board', 'NN'), ('jorma', 'NN'), ('j', 'NN'), ('takanen', 'NN'), ('company', 'NN'), ('look', 'VB'), ('growth', 'NN'), ('abroad', 'RB')]"
3506,neutral,"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden .","['finnish', 'property', 'investment', 'company', 'citycon', 'expand', 'refurbish', '_kersberga', 'shop', 'center', 'stockholm', 'sweden']","[('finnish', 'JJ'), ('property', 'NN'), ('investment', 'NN'), ('company', 'NN'), ('citycon', 'NN'), ('expand', 'VBP'), ('refurbish', 'JJ'), ('_kersberga', 'NNP'), ('shop', 'NN'), ('center', 'NN'), ('stockholm', 'NN'), ('sweden', 'NN')]"
3507,neutral,"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .","['nonrecurring', 'item', 'eur', 'mn', 'profit', 'amount', 'eur', 'mn']","[('nonrecurring', 'VBG'), ('item', 'NN'), ('eur', 'JJ'), ('mn', 'NN'), ('profit', 'NN'), ('amount', 'NN'), ('eur', 'NN'), ('mn', 'NN')]"
3508,neutral,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .","['acquisition', 'basware', 'preliminary', 'pro', 'forma', 'net', 'sale', 'amount', 'eur', 'mn', 'preliminary', 'pro', 'forma', 'operate', 'profit', 'amount', 'eur', 'mn']","[('acquisition', 'NN'), ('basware', 'NN'), ('preliminary', 'JJ'), ('pro', 'JJ'), ('forma', 'FW'), ('net', 'JJ'), ('sale', 'NN'), ('amount', 'NN'), ('eur', 'NN'), ('mn', 'NN'), ('preliminary', 'JJ'), ('pro', 'JJ'), ('forma', 'NN'), ('operate', 'NN'), ('profit', 'NN'), ('amount', 'NN'), ('eur', 'NN'), ('mn', 'NN')]"
3509,neutral,"After the sale , Outokumpu 's share of the technology unit will be reduced to some 12-20 percent .","['sale', 'outokumpu', 'share', 'technology', 'unit', 'reduce', 'percent']","[('sale', 'NN'), ('outokumpu', 'PRP'), ('share', 'NN'), ('technology', 'NN'), ('unit', 'NN'), ('reduce', 'VB'), ('percent', 'NN')]"
3510,neutral,"After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries .","['transaction', 'danske', 'bank', 'become', 'equal', 'player', 'nordic', 'bank', 'group', 'nordea', 'nordic', 'country']","[('transaction', 'NN'), ('danske', 'VBZ'), ('bank', 'NN'), ('become', 'NN'), ('equal', 'JJ'), ('player', 'NN'), ('nordic', 'JJ'), ('bank', 'NN'), ('group', 'NN'), ('nordea', 'JJ'), ('nordic', 'JJ'), ('country', 'NN')]"
3511,neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global company involved in the development , manufacture and marketing of high performance fibre-based materials .","['ahlstrom', 'headquarter', 'helsinki', 'finland', 'global', 'company', 'involve', 'development', 'manufacture', 'market', 'high', 'performance', 'fibrebased', 'material']","[('ahlstrom', 'IN'), ('headquarter', 'JJR'), ('helsinki', 'NN'), ('finland', 'NN'), ('global', 'JJ'), ('company', 'NN'), ('involve', 'VB'), ('development', 'NN'), ('manufacture', 'NN'), ('market', 'NN'), ('high', 'JJ'), ('performance', 'NN'), ('fibrebased', 'VBD'), ('material', 'NN')]"
3512,neutral,"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .","['ahlstrom', 'headquarter', 'helsinki', 'finland', 'global', 'leader', 'development', 'manufacture', 'market', 'high', 'performance', 'fibrebased', 'material']","[('ahlstrom', 'IN'), ('headquarter', 'JJR'), ('helsinki', 'NN'), ('finland', 'NN'), ('global', 'JJ'), ('leader', 'NN'), ('development', 'NN'), ('manufacture', 'NN'), ('market', 'NN'), ('high', 'JJ'), ('performance', 'NN'), ('fibrebased', 'VBD'), ('material', 'NN')]"
3513,neutral,"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .","['ahlstrom', 'corporation', 'anne', 'pirila', 'director', 'financial', 'communication', 'distribution', 'helsinki', 'stock', 'exchange', 'main', 'medium', 'ahlstrom', 'brief', 'ahlstrom', 'leader', 'development', 'manufacture', 'market', 'high', 'performance', 'fiberbased', 'material']","[('ahlstrom', 'IN'), ('corporation', 'NN'), ('anne', 'NN'), ('pirila', 'NN'), ('director', 'NN'), ('financial', 'JJ'), ('communication', 'NN'), ('distribution', 'NN'), ('helsinki', 'NN'), ('stock', 'NN'), ('exchange', 'NN'), ('main', 'JJ'), ('medium', 'NN'), ('ahlstrom', 'NN'), ('brief', 'NN'), ('ahlstrom', 'JJ'), ('leader', 'NN'), ('development', 'NN'), ('manufacture', 'NN'), ('market', 'NN'), ('high', 'JJ'), ('performance', 'NN'), ('fiberbased', 'VBD'), ('material', 'NN')]"
3514,neutral,"Ahlstrom Corporation Seppo Parvi , CFO Distribution : Main media www.ahlstrom.com Ahlstrom in brief Ahlstrom is a global leader in the development , manufacture and marketing of high performance nonwovens and specialty papers .","['ahlstrom', 'corporation', 'seppo', 'parvi', 'cfo', 'distribution', 'main', 'medium', 'wwwahlstromcom', 'ahlstrom', 'brief', 'ahlstrom', 'global', 'leader', 'development', 'manufacture', 'market', 'high', 'performance', 'nonwovens', 'specialty', 'paper']","[('ahlstrom', 'IN'), ('corporation', 'NN'), ('seppo', 'NN'), ('parvi', 'NN'), ('cfo', 'NN'), ('distribution', 'NN'), ('main', 'JJ'), ('medium', 'NN'), ('wwwahlstromcom', 'NN'), ('ahlstrom', 'IN'), ('brief', 'NN'), ('ahlstrom', 'IN'), ('global', 'JJ'), ('leader', 'NN'), ('development', 'NN'), ('manufacture', 'NN'), ('market', 'NN'), ('high', 'JJ'), ('performance', 'NN'), ('nonwovens', 'NNS'), ('specialty', 'VBP'), ('paper', 'NN')]"
3515,neutral,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .","['ahlstrom', 'corporation', 'stock', 'exchange', 'announcement', 'total', 'new', 'share', 'ahlstrom', 'corporation', 'subscribe', 'option', 'right', 'company', 'stock', 'option', 'program', 'ii']","[('ahlstrom', 'IN'), ('corporation', 'NN'), ('stock', 'NN'), ('exchange', 'NN'), ('announcement', 'NN'), ('total', 'JJ'), ('new', 'JJ'), ('share', 'NN'), ('ahlstrom', 'JJ'), ('corporation', 'NN'), ('subscribe', 'NN'), ('option', 'NN'), ('right', 'RB'), ('company', 'NN'), ('stock', 'NN'), ('option', 'NN'), ('program', 'NN'), ('ii', 'NN')]"
3516,neutral,"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .","['aldata', 'solution', 'global', 'company', 'engage', 'supplier', 'consumer', 'business', 'process', 'optimization', 'announce', 'detail', 'dollar', 'dinosaur', 'program']","[('aldata', 'JJ'), ('solution', 'NN'), ('global', 'JJ'), ('company', 'NN'), ('engage', 'VB'), ('supplier', 'JJR'), ('consumer', 'NN'), ('business', 'NN'), ('process', 'NN'), ('optimization', 'NN'), ('announce', 'NN'), ('detail', 'NN'), ('dollar', 'NN'), ('dinosaur', 'NN'), ('program', 'NN')]"
